"","tweet_id","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","airline_sentiment_gold","name","negativereason_gold","retweet_count","text","tweet_coord","tweet_created","tweet_location","user_timezone","airline_sentiment","ID_unit","Prob","Stratum"
"337",568579880046227456,0.6703,"",NA,"Virgin America","","FreyaBevan_Fund","",1,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd","","2015-02-19 17:16:21 -0800","freyabevanfund@hotmail.com","","neutral",9288,0.129073894804776,2
"344",568541317816561664,1,"",NA,"Virgin America","","AArt763","",0,"@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica","","2015-02-19 14:43:07 -0800","","Arizona","neutral",9292,0.129073894804776,2
"366",568472719102234624,1,"",NA,"Virgin America","","chase_f","",0,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114","","2015-02-19 10:10:32 -0800","San Francisco, CA","Quito","neutral",9299,0.129073894804776,2
"388",568382154071089152,0.6811,"",NA,"Virgin America","","stevengcpa","",0,"@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6","","2015-02-19 04:10:40 -0800","California","Pacific Time (US & Canada)","neutral",9305,0.129073894804776,2
"390",568349321634013184,1,"",NA,"Virgin America","","LibyaBizInfo","",0,"@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE","","2015-02-19 02:00:12 -0800","Libya","","neutral",9307,0.129073894804776,2
"421",568122723915862016,0.6646,"",NA,"Virgin America","","elimae724","",0,"@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A","","2015-02-18 10:59:47 -0800","California Love #VFL","","neutral",9317,0.129073894804776,2
"432",568088472772157440,1,"",NA,"Virgin America","","AlMehairiAUH","",0,"@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek","","2015-02-18 08:43:41 -0800","Abu Dhabi","Abu Dhabi","neutral",9322,0.129073894804776,2
"453",567899492885745664,1,"",NA,"Virgin America","","helenhoppock","",0,"@VirginAmerica does Virgin America fly direct from Seattle to NYC or Boston?","","2015-02-17 20:12:44 -0800","","","neutral",9329,0.129073894804776,2
"459",567849200295124992,0.6705,"",NA,"Virgin America","","TheAdamRizz","",0,"@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c","","2015-02-17 16:52:54 -0800","Dallas, Texas","Pacific Time (US & Canada)","neutral",9331,0.129073894804776,2
"469",567811428779868160,0.6446,"",0,"Virgin America","","SimplyImplicit","",0,"@VirginAmerica do you have an application for iOS? Was looking and only saw Virgin Mexico :( &lt;/3","","2015-02-17 14:22:48 -0800","Los Angeles, CA","Central Time (US & Canada)","neutral",9335,0.129073894804776,2
"473",567807288192290816,0.6731,"",NA,"Virgin America","","EnonThaPhenom","",0,".@VirginAmerica I heard he has a virgin mobile hotspot ;)","","2015-02-17 14:06:21 -0800","Oakland, Ca","Pacific Time (US & Canada)","neutral",9337,0.129073894804776,2
"515",570301670892146688,1,"",NA,"United","","karenmcgregor86","",0,"@united flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta","","2015-02-24 11:18:08 -0800","Kilmarnock, now Edinburgh. ","Edinburgh","neutral",9352,0.129073894804776,2
"539",570290540274688000,0.6665,"",NA,"United","","CheerTymeDad","",0,"@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .","","2015-02-24 10:33:54 -0800","","","neutral",9361,0.129073894804776,2
"549",570285537833168896,1,"",NA,"United","","Nikki62878","",0,"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations","","2015-02-24 10:14:02 -0800","","","neutral",9364,0.129073894804776,2
"603",570257564023128064,0.6842,"",NA,"United","","CATTTastrophe","",0,"@united dm these nuts","","2015-02-24 08:22:52 -0800","nyc to la","","neutral",9374,0.129073894804776,2
"613",570250053710819328,1,"",NA,"United","","alex_nieves","",0,"@united thanks for the info I already knew...","","2015-02-24 07:53:02 -0800","Connecticut","Quito","neutral",9375,0.129073894804776,2
"630",570237629775675392,0.6051,"",0,"United","","brimalxx","",0,"@united bet you wont honour them, like mine ey","","2015-02-24 07:03:40 -0800","Manchester","","neutral",9381,0.129073894804776,2
"646",570230752476049408,1,"",NA,"United","","Cecilia_stories","",0,"@united A Tourist Wonder: Super Tides and Tide of the Century at French and U.K coasts: http://t.co/gXdqORtsS0","","2015-02-24 06:36:20 -0800","Luxembourg","Paris","neutral",9384,0.129073894804776,2
"670",570209482090917888,0.352,"",0,"United","","LukeGzus","",0,"@united Done and done","","2015-02-24 05:11:49 -0800","","","neutral",9391,0.129073894804776,2
"703",570172921102143488,1,"",NA,"United","","JesseLitsch","",0,"@united so if I'm flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago","","2015-02-24 02:46:32 -0800","","","neutral",9395,0.129073894804776,2
"720",570135557151580160,0.6376,"",0,"United","","The5y5Adm1n","",0,"@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx","","2015-02-24 00:18:04 -0800","","","neutral",9398,0.129073894804776,2
"761",570093170874302464,1,"",NA,"United","","FIETA_DOC","",0,"@united Deep Vein thrombosis","","2015-02-23 21:29:38 -0800","Madison, NJ","","neutral",9406,0.129073894804776,2
"771",570087270524411904,1,"",NA,"United","","fortytoo","",0,"@united DM sent","","2015-02-23 21:06:11 -0800","WX report for 41 Mile, Hwy 50","Pacific Time (US & Canada)","neutral",9409,0.129073894804776,2
"789",570081213404180480,0.6489,"",0,"United","","xRaeCatherine","",0,"@united I sent the message. Let me know ASAP.","","2015-02-23 20:42:07 -0800","","","neutral",9413,0.129073894804776,2
"806",570073969690169344,0.7029,"",0,"United","","sacsmitty","",0,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.","","2015-02-23 20:13:20 -0800","Rocklin, CA","","neutral",9415,0.129073894804776,2
"872",570043937244622848,1,"",NA,"United","","DeputyBrans","",0,"@united Do you have any flights with lie flat seating from STL to PDX around the date of March 5?","","2015-02-23 18:14:00 -0800","","","neutral",9427,0.129073894804776,2
"881",570039279050579968,0.67,"",0,"United","","brando_787","",0,"@united like continental's chicken feat fairs","","2015-02-23 17:55:29 -0800","North Texas, USA","","neutral",9429,0.129073894804776,2
"962",569988785330479104,1,"",NA,"United","","colbycaterina","",0,"@united I need the phone number to baggage claim in LAX, my mom left her phone and someone called saying they would put it there but on","","2015-02-23 14:34:50 -0800","lalaland","Eastern Time (US & Canada)","neutral",9446,0.129073894804776,2
"965",569988078015815680,1,"",NA,"United","","Portal_Aviacion","",0,"@United will not have to honor absurdly low mistake fares.
http://t.co/2Z3Jv73IlW vía @usatoday","","2015-02-23 14:32:02 -0800","Madrid (Spain)","Madrid","neutral",9447,0.129073894804776,2
"989",569972884052930560,0.679,"",NA,"United","","twohlix","",0,"@united done","","2015-02-23 13:31:39 -0800","Washington, DC","Eastern Time (US & Canada)","neutral",9449,0.129073894804776,2
"1063",569942888643227648,0.6461,"",0,"United","","8629Fissile","",0,"@united Did you find out where it is? Thanks","","2015-02-23 11:32:28 -0800","","London","neutral",9458,0.129073894804776,2
"1101",569927842173050880,0.3603,"",0,"United","","aleciamastin","",0,"@united fails again. @SouthwestAir saves the day.","","2015-02-23 10:32:40 -0800","St. Louis, MO","Central Time (US & Canada)","neutral",9462,0.129073894804776,2
"1133",569918327767879680,0.6911,"",0,"United","","GuruOfGanja","",0,"@united @retailbagholder hahaha. At least they gave u a refund.","","2015-02-23 09:54:52 -0800","","","neutral",9467,0.129073894804776,2
"1207",569887452384481280,1,"",NA,"United","","HargobindV","",0,"@united 4 people MCI to DEL. Preferably with Jet Airways EWR-BRU-DEL segment. Anytime in December","","2015-02-23 07:52:11 -0800","Kansas City, Missouri","Central Time (US & Canada)","neutral",9474,0.129073894804776,2
"1244",569868818975219712,1,"",NA,"United","","e_russell","",0,"@united Left item n the seatback on UA1260. Is there any way to call DCA to ask if they have the item? Already submitted lost &amp; found report","","2015-02-23 06:38:08 -0800","Frequently DC/NYC/San Diego","Eastern Time (US & Canada)","neutral",9482,0.129073894804776,2
"1251",569866337427664896,0.694,"",NA,"United","","artistanxiety","",0,"@united Lisa J is amazing the guy not so much.","","2015-02-23 06:28:17 -0800","Punk is the preacher.","Arizona","neutral",9484,0.129073894804776,2
"1257",569864608145502208,1,"",NA,"United","","nicoleleigh85","",0,"@united I already did.","","2015-02-23 06:21:24 -0800","Sheboygan","","neutral",9486,0.129073894804776,2
"1263",569863453696876544,1,"",NA,"United","","chaddock38","",0,"@united what would it cost","","2015-02-23 06:16:49 -0800","Dartmouth, MA","","neutral",9487,0.129073894804776,2
"1267",569860904814301184,0.6949,"",NA,"United","","The5y5Adm1n","",0,"@United Adopting 2 yr old child from Ethiopia. Flying from ADD to GRR on 2/28.  Need to add child to reservation and get costs.  Help!  Thx","","2015-02-23 06:06:41 -0800","","","neutral",9489,0.129073894804776,2
"1288",569851498118516736,0.6551,"",0,"United","","anthonyNYSSF","",0,"@united please help http://t.co/t5mRj5Yw6I","","2015-02-23 05:29:19 -0800","","Eastern Time (US & Canada)","neutral",9492,0.129073894804776,2
"1326",569826992251473920,0.6471,"",0,"United","","ohlesliebarker","",0,"@united hi -- @united was. Thank you!","","2015-02-23 03:51:56 -0800","Dallas, Texas","Central Time (US & Canada)","neutral",9500,0.129073894804776,2
"1334",569816326744776704,1,"",NA,"United","","thepriceisright","",0,"@united someone should send a note to the revenue management team and ask about all the open BF and GF seats on 919.","[0.0, 0.0]","2015-02-23 03:09:33 -0800","Richmond, VA","Eastern Time (US & Canada)","neutral",9502,0.129073894804776,2
"1443",569716594731044864,1,"",NA,"United","","TheJonesest","",0,"@united UA1469. Just landed.","[27.9746606, -82.5320172]","2015-02-22 20:33:15 -0800","Tampa, Florida","Atlantic Time (Canada)","neutral",9516,0.129073894804776,2
"1536",569676933778292736,0.6492,"",0,"United","","Aero0729","",0,"@united booked EWR-FLL in first for two on 3-8. Let's see how you compare to the garbage @AmericanAir first class has become","","2015-02-22 17:55:39 -0800","","","neutral",9525,0.129073894804776,2
"1555",569666428388958208,0.6813,"",0,"United","","kgwalt3","",0,"@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!","","2015-02-22 17:13:55 -0800","","","neutral",9530,0.129073894804776,2
"1664",569631350304731136,0.6694,"",NA,"United","","wfmayo","",0,"@united 4 open seats in 1st class on UA 2065. Way to honor your upgrade policy for freq flyers and/or honor an employee with an upgrade.","","2015-02-22 14:54:31 -0800","Vienna, VA","Eastern Time (US & Canada)","neutral",9547,0.129073894804776,2
"1720",569617064375271424,1,"",NA,"United","","BUlizard","",0,"@united I'll be calling tomorrow","","2015-02-22 13:57:45 -0800","","","neutral",9553,0.129073894804776,2
"1777",569590151657103360,0.6423,"",0,"United","","tspinnersbride","",0,"@united I don't know what DM the confirmation number means.","","2015-02-22 12:10:49 -0800","","","neutral",9562,0.129073894804776,2
"1831",569565822571679744,1,"",NA,"United","","prettytrini22","",0,"@united tried that. Cannot figure out where to go to get it.","","2015-02-22 10:34:08 -0800","","Eastern Time (US & Canada)","neutral",9567,0.129073894804776,2
"1844",569559433887526912,0.6617,"",0,"United","","Lmuschel","",0,"@united doesn't purchasing ticket with a united card give me priority boarding ?","","2015-02-22 10:08:45 -0800","","","neutral",9570,0.129073894804776,2
"1859",569550779520032768,1,"",NA,"United","","opjebekrol","",0,"@united Is a snowboard boot bag included in the standard checked baggage next to the snowboard bag?","","2015-02-22 09:34:22 -0800","","","neutral",9572,0.129073894804776,2
"1906",569526294477725696,0.6601,"",NA,"United","","juansequeda","",0,"@united how are conditions in BOS today? I'm in UA994. Everything appears to be in time but I wanted to check.","","2015-02-22 07:57:04 -0800","AustinTX-AUS/CaliColombia-CLO","Central Time (US & Canada)","neutral",9585,0.129073894804776,2
"1935",569514124490579968,0.6365,"",0,"United","","roryfreeman87","",0,"@united with about 25 people trying to get on flights","[29.98872603, -95.3384666]","2015-02-22 07:08:42 -0800","california","Central Time (US & Canada)","neutral",9591,0.129073894804776,2
"1957",569504232971362304,1,"",NA,"United","","FlyChristo","",0,"@united Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?","","2015-02-22 06:29:24 -0800","New York City","Eastern Time (US & Canada)","neutral",9594,0.129073894804776,2
"2121",569359055937908736,1,"",NA,"United","","AMMBoman","",0,"@united I went from Sacramento to Minneapolis at the end of October 2014 in business class.","","2015-02-21 20:52:31 -0800","Kaizen 改善","Arizona","neutral",9620,0.129073894804776,2
"2163",569334462292434944,1,"",NA,"United","","ntrogers","",0,"@united is flight number 1142 Denver to Las Vegas 1125 on Sunday feb 22 Cancelled Flighted ?","","2015-02-21 19:14:48 -0800","","","neutral",9630,0.129073894804776,2
"2231",569305546819571712,1,"",NA,"United","","c4pyro","",0,"@united It appears there are six flights to Calgary tomorrow is this correct?","","2015-02-21 17:19:54 -0800","","","neutral",9640,0.129073894804776,2
"2297",569273251186286592,0.6308,"",0,"United","","GreenkidspenWRA","",0,"@united Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?","","2015-02-21 15:11:34 -0800","Grimsby - UK","","neutral",9654,0.129073894804776,2
"2315",569261077877248000,1,"",NA,"United","","travelmanphil","",0,"@united give me an email address and I'll send the actually screen shot to you.","","2015-02-21 14:23:11 -0800","Dallas, TX","Central Time (US & Canada)","neutral",9657,0.129073894804776,2
"2358",569247579692781568,1,"",NA,"United","","EbolaOutbreakUS","",0,"@united SATURDAY this morning Man dies from Ebola http://t.co/hXVVIS0VWw","","2015-02-21 13:29:33 -0800","","Eastern Time (US & Canada)","neutral",9660,0.129073894804776,2
"2364",569244202225307648,1,"",NA,"United","","9kenny5","",0,"@united So what's allowed or what's not allowed to be carried in my checked baggage?","","2015-02-21 13:16:08 -0800","England","London","neutral",9661,0.129073894804776,2
"2379",569238148032671744,0.643,"",0,"United","","AndrewMcDublin","",0,"@united correct?  What's correct?  Sorry I'm lost","","2015-02-21 12:52:05 -0800","","","neutral",9664,0.129073894804776,2
"2398",569229796401684480,0.6768,"",0,"United","","school_tales","",0,"@united nope.  no case id either time.","","2015-02-21 12:18:53 -0800","midwest and sometimes Spain","","neutral",9668,0.129073894804776,2
"2410",569222424236916736,0.6729,"",0,"United","","TenyZhu","",0,"@united already DM you my concern. Pls check.","[31.27777976, 121.59340615]","2015-02-21 11:49:36 -0800","","Pacific Time (US & Canada)","neutral",9670,0.129073894804776,2
"2439",569208067243401216,1,"",NA,"United","","jimccooper","",0,"@united I was able to get a seat on earlier flight sfo to ind.  Can you add me to 6pm ord to IND?","","2015-02-21 10:52:33 -0800","","Eastern Time (US & Canada)","neutral",9678,0.129073894804776,2
"2458",569193887706812416,0.68,"",NA,"United","","getpatrick","",0,"@united Yes. Luckily I was there.","[0.0, 0.0]","2015-02-21 09:56:12 -0800","Montreal, Quebec CA","Eastern Time (US & Canada)","neutral",9679,0.129073894804776,2
"2475",569183387816038400,1,"",NA,"United","","franknoc","",0,"@united I was just calling the Global Services help desk so via phone.","","2015-02-21 09:14:29 -0800","","Arizona","neutral",9681,0.129073894804776,2
"2476",569182643155300352,1,"",NA,"United","","D4Duskes","",0,"@united on final. Pls don't let my connection leave!!!
Conf# NPBHD0 http://t.co/eWXwXiDTfX","","2015-02-21 09:11:31 -0800","Montreal","Eastern Time (US & Canada)","neutral",9682,0.129073894804776,2
"2554",569087906851135488,1,"",NA,"United","","DaRenton","",0,"@united now arrives LAX @ 8:03 am","","2015-02-21 02:55:04 -0800","Colorado","Mountain Time (US & Canada)","neutral",9695,0.129073894804776,2
"2587",569017927803932672,1,"",NA,"United","","woawABQ","",0,"@united If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh","","2015-02-20 22:17:00 -0800","Albuquerque, NM","","neutral",9698,0.129073894804776,2
"2604",569007103542587392,0.3505,"",0,"United","","SCVPools","",0,"@united @SCVPools 
Please call me at 310-795-2210.","","2015-02-20 21:33:59 -0800","Southern California and Hawaii","","neutral",9700,0.129073894804776,2
"2659",568966873880137728,0.6871,"",0,"United","","lindork","",0,"@united I am going to a service desk now to see what the options are.","","2015-02-20 18:54:08 -0800","Edmonton, Alberta, Canada","Mountain Time (US & Canada)","neutral",9712,0.129073894804776,2
"2726",568931996891807744,1,"",NA,"United","","JamieReidy","",0,"@united Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009","","2015-02-20 16:35:32 -0800","","Pacific Time (US & Canada)","neutral",9719,0.129073894804776,2
"2754",568919230671794176,1,"",NA,"United","","aushianya","",0,"@united I just had an interview how long does it take before you hear back","","2015-02-20 15:44:49 -0800","","","neutral",9722,0.129073894804776,2
"2799",568894996683870208,1,"",NA,"United","","jeeden_1","",0,"@united or frontier ... http://t.co/n8WiNFu6C5","","2015-02-20 14:08:31 -0800","Purcellville, VA","","neutral",9730,0.129073894804776,2
"2804",568893275907575808,1,"",NA,"United","","yuethomas","",0,"@united assume those benefits only apply to my own reservation. Any way my partner (on diff res) can use them? Can we combine res?","","2015-02-20 14:01:41 -0800","San Jose, CA","Pacific Time (US & Canada)","neutral",9732,0.129073894804776,2
"2823",568883475534745600,1,"",NA,"United","","dlm_3","",0,"@united dmangen@visualclubconcepts.com","","2015-02-20 13:22:44 -0800","Global","Eastern Time (US & Canada)","neutral",9739,0.129073894804776,2
"2876",568853244476309504,1,"",NA,"United","","ScribblersNook","",0,"@united anything yet JJ?","","2015-02-20 11:22:36 -0800","Atlanta, GA","Eastern Time (US & Canada)","neutral",9751,0.129073894804776,2
"2907",568835134603931648,0.6699,"",NA,"United","","ssegraves","",0,"@united thanks. That means I have 30 minutes to make my international connection to HKG","","2015-02-20 10:10:39 -0800","PDX / LGA / TXL / ✈","Central Time (US & Canada)","neutral",9758,0.129073894804776,2
"2911",568834799592448000,1,"",NA,"United","","ScribblersNook","",0,"@united workin on it. Waiting on him to reply.","","2015-02-20 10:09:19 -0800","Atlanta, GA","Eastern Time (US & Canada)","neutral",9760,0.129073894804776,2
"2937",568825730718666752,1,"",NA,"United","","LifeofPL","",0,"@united so going forward, I shouldn't be Flight Booking Problems Star Alliance flights through the United App?","[25.0779704, 55.13808289]","2015-02-20 09:33:17 -0800","","","neutral",9764,0.129073894804776,2
"2957",568815686446788608,0.6832,"",0,"United","","OliviaFett","",0,"“@united: @LRuns4Cupcakes Please DM details, we'd like to help if you need assistance. ^KP” @ClarkHoward #Another #Airlines #Issues","[30.15481071, -95.43911291]","2015-02-20 08:53:22 -0800","Texas, duh! ","","neutral",9767,0.129073894804776,2
"2959",568815514702770176,1,"",NA,"United","","riad_otoum","",0,"@united please arrange someone at the arriving gate of flight 5957 to Chicago for either a refund or first class upgrade","","2015-02-20 08:52:41 -0800","Louisville, KY","","neutral",9768,0.129073894804776,2
"3051",568771007529398272,1,"",NA,"United","","AlMehairiAUH","",0,"@United to start 3xdaily @EmbraerSA #ERJ145 flights from #Chicago @fly2ohare to #Evansville on 4JUN #avgeek","","2015-02-20 05:55:50 -0800","Abu Dhabi","Abu Dhabi","neutral",9788,0.129073894804776,2
"3056",568767144407789568,1,"",NA,"United","","Gouwerijn","",0,"@united [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-)","","2015-02-20 05:40:29 -0800","Alphen aan den Rijn","Amsterdam","neutral",9789,0.129073894804776,2
"3093",568695647202717696,0.3466,"",0,"United","","jnostrant","",0,"@united I'll be impressed if I actually get a response! 😜","[37.78194753, -122.43412918]","2015-02-20 00:56:22 -0800","Los Angeles, CA","Pacific Time (US & Canada)","neutral",9795,0.129073894804776,2
"3148",568639242483556352,0.6804,"",0,"United","","stephaniefoos","",0,"@united what is your plan to reduce delays?","[40.71288929, -74.16612474]","2015-02-19 21:12:14 -0800","Boston, MA","Alaska","neutral",9803,0.129073894804776,2
"3149",568639207846989824,0.6175,"",0,"United","","theAdamW","",0,"@united I'm searching for flights to redeem with miles and getting different search results with 2 user accounts. Any reason why?","","2015-02-19 21:12:06 -0800","Los Angeles, California","Pacific Time (US & Canada)","neutral",9804,0.129073894804776,2
"3179",568612680937766912,1,"",NA,"United","","per_ines","",0,"@united can someone at the airport in Portland, OR buy a ticket to be picked up and used 2days Late Flightr by other from Perth, AUSTRALIA? Thanks","","2015-02-19 19:26:42 -0800","","Casablanca","neutral",9811,0.129073894804776,2
"3197",568604039430033408,0.6831,"",NA,"United","","TheLunchBelle","",0,"@united @HiltonWorldwide @Caravannyc @MaysvilleNYC 
Let's go! Join me on my first trip back to NYC…as a tourist: 
http://t.co/egaEjtRGLb","[34.06143413, -118.39787418]","2015-02-19 18:52:21 -0800","LA / NYC","Eastern Time (US & Canada)","neutral",9813,0.129073894804776,2
"3201",568600380977893376,0.6809,"",0,"United","","jnay777","",0,"@united no, didn't notice I was 38A until start of boarding. Assumed I was 8E. By time boarding started, GAs had cleared standbys, full flt","","2015-02-19 18:37:49 -0800","","","neutral",9815,0.129073894804776,2
"3309",568536646963970048,1,"",NA,"United","","johndgraham","",0,"@united  I'm on standby for my connecting flight. 1st on the list.  NudgeNudge I'm told there are four slots open. Save it for me.  Please.","","2015-02-19 14:24:34 -0800","Madison, wi","Central Time (US & Canada)","neutral",9828,0.129073894804776,2
"3324",568527304348942336,0.6733,"",0,"United","","TomWarrenburg","",0,"@united I got an email from cust. care for an issue I had offering me a voucher. How do I claim that? I emailed back but got no reply. DM me","","2015-02-19 13:47:26 -0800","America's Dairyland","","neutral",9834,0.129073894804776,2
"3329",568525567575744512,0.6522,"",0,"United","","RobCNYC","",0,"@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What's up?","","2015-02-19 13:40:32 -0800","New York","Eastern Time (US & Canada)","neutral",9836,0.129073894804776,2
"3352",568503887113498624,0.6473,"",0,"United","","blake_music","",0,"@united it's cool. I didn't need to go to work today. Or get home to make sure my house is ok in the -30 wind chill.","","2015-02-19 12:14:23 -0800","Fort Wayne","Quito","neutral",9838,0.129073894804776,2
"3370",568491094327078912,1,"",NA,"United","","CorettaBrowne","",0,"@united When will you have special promotions for flights departing Newark, NJ to St. John's, Antigua?","","2015-02-19 11:23:33 -0800","Greater New York Area","Central Time (US & Canada)","neutral",9841,0.129073894804776,2
"3391",568471227418832896,1,"",NA,"United","","iamtedking","",0,"@united no, I have a pricey Chase Mileage Plus CC.","","2015-02-19 10:04:36 -0800","","Eastern Time (US & Canada)","neutral",9847,0.129073894804776,2
"3405",568463707795095552,1,"",NA,"United","","TheBIGCafeteria","",0,"@united I'm a UA 1k. I think it's @iamtedking who was looking for help","","2015-02-19 09:34:44 -0800","LA | SF | Bicycle | 38,000'","Pacific Time (US & Canada)","neutral",9850,0.129073894804776,2
"3422",568454694756069376,0.6667,"",0,"United","","NathanNmred4","",0,"@united @perfectomobile Definately not an award for employer of the year #united13","","2015-02-19 08:58:55 -0800","","","neutral",9857,0.129073894804776,2
"3427",568450413365571584,1,"",NA,"United","","slackmistress","",0,"@united I have already emailed but I didn't know if it was more expedient to contact you here. Please advise. Thanks.","","2015-02-19 08:41:54 -0800","Los Angeles, CA","Pacific Time (US & Canada)","neutral",9859,0.129073894804776,2
"3439",568438724708544512,1,"",NA,"United","","TheBIGCafeteria","",0,"@united @iamtedking http://t.co/UCZzP9YpHk click lounges tab. Need to be flying on supported S/A airline","","2015-02-19 07:55:27 -0800","LA | SF | Bicycle | 38,000'","Pacific Time (US & Canada)","neutral",9861,0.129073894804776,2
"3464",568422622922469376,1,"",NA,"United","","Cecilia_stories","",0,"@united @AmericanAir THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
http://t.co/e1EOfthgAJ","","2015-02-19 06:51:28 -0800","Luxembourg","Paris","neutral",9867,0.129073894804776,2
"3519",568337096177528832,0.66,"",0,"United","","TheClayFox","",0,"@united I filled out the form but I haven’t received any sort of email confirmation that it’s been received. Is that normal?","[0.0, 0.0]","2015-02-19 01:11:37 -0800","New York City (Silicon Alley)","Eastern Time (US & Canada)","neutral",9881,0.129073894804776,2
"3566",568264441906618368,0.7168,"",NA,"United","","vasm21","",0,"@united thanks","","2015-02-18 20:22:55 -0800","Panamá","","neutral",9896,0.129073894804776,2
"3589",568250065845944320,1,"",NA,"United","","Belendelcanto","",0,"@united DCA-EWR Flight #4372","","2015-02-18 19:25:47 -0800","Seattle","Hawaii","neutral",9901,0.129073894804776,2
"3670",568194744574214144,1,"",NA,"United","","MikeFromRBLX","",0,"@united Alright, thank you. Is there a page that says the routes you have for each aircraft? Specifically the 787.","","2015-02-18 15:45:58 -0800","roblox.com","Eastern Time (US & Canada)","neutral",9924,0.129073894804776,2
"3674",568191963838746624,1,"",NA,"United","","ghidinelli","",0,"@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?","[41.98084325, -87.90939435]","2015-02-18 15:34:55 -0800","San Francisco, California","Pacific Time (US & Canada)","neutral",9926,0.129073894804776,2
"3689",568186047659507712,0.6465,"",0,"United","","scofro14","",0,"@united, Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???","","2015-02-18 15:11:24 -0800","","Mountain Time (US & Canada)","neutral",9930,0.129073894804776,2
"3861",568071159285022720,0.669,"",0,"United","","EnriqueGtz_","",0,"@united how come it's cheaper to fly to BKK than NRT even though to get to BKK you take an extra flight, from NRT!","","2015-02-18 07:34:53 -0800","Mexico City","Central Time (US & Canada)","neutral",9954,0.129073894804776,2
"3875",568061931761864704,1,"",NA,"United","","jaciMugg","",0,"@united Can I add miles from my January Air China flight to my MileagePlus account?","","2015-02-18 06:58:13 -0800","","Quito","neutral",9957,0.129073894804776,2
"3879",568057346607460352,0.6953,"",0,"United","","fatabdula","",0,"@united I submitted a status match last week and have not heard back. Im a delta customer looking to switch to United. Please assist.","","2015-02-18 06:40:00 -0800","","Eastern Time (US & Canada)","neutral",9958,0.129073894804776,2
"3910",567999609248858112,1,"",NA,"United","","thebavers","",0,"@united Hi, I am flying domestic first from SEA to HNL. Can I pay to use the lounge before I fly or this is just for international? Thanks","","2015-02-18 02:50:34 -0800","Alvechurch, Worcestershire, UK","","neutral",9964,0.129073894804776,2
"3911",567997819560333312,1,"",NA,"United","","tashtb","",0,"@united Do you mean ""fortunately""? I don't want my flight to be affected! 😉","","2015-02-18 02:43:27 -0800","London, UK ","","neutral",9965,0.129073894804776,2
"3912",567987484556013568,0.6754,"",NA,"United","","aircargoweek","",0,"@united volumes, profit up http://t.co/pKfI9bTtzf #aviation #aircargo http://t.co/BBj6kMTYUl","","2015-02-18 02:02:23 -0800","Redhill, UK","London","neutral",9966,0.129073894804776,2
"3928",567957027093245952,1,"",NA,"United","","TheRealDJAlaska","",0,"@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY","","2015-02-18 00:01:22 -0800","","Eastern Time (US & Canada)","neutral",9971,0.129073894804776,2
"3963",567912190788771840,1,"",NA,"United","","unibrowd","",0,"@united so if this game was the one reason I payed for @DIRECTV is there something we could work out here? http://t.co/HQDTK6aTue","","2015-02-17 21:03:12 -0800","","Central Time (US & Canada)","neutral",9975,0.129073894804776,2
